#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      2    20      148941    0.1962E-06    0.3500E+02    0.1396E+02    0.2030E+02    SHTns
  15      4    20       74484    0.9811E-07    0.3500E+02    0.1403E+02    0.2037E+02    SHTns
  15      8    20       37610    0.4954E-07    0.3500E+02    0.1405E+02    0.2037E+02    SHTns
  15     16    20       17619    0.2466E-07    0.3500E+02    0.1307E+02    0.2142E+02    SHTns
  15     32    20        9563    0.1259E-07    0.3500E+02    0.1409E+02    0.2036E+02    SHTns
  15     64    20        4754    0.6263E-08    0.3500E+02    0.1423E+02    0.2024E+02    SHTns
  15    128    20        2379    0.3142E-08    0.3501E+02    0.1423E+02    0.2023E+02    SHTns
  15    256    20        1163    0.1535E-08    0.3501E+02    0.1432E+02    0.2000E+02    SHTns
  31      2    20       34115    0.5370E-07    0.3500E+02    0.1320E+02    0.2131E+02    SHTns
  31      4    20       17200    0.2708E-07    0.3500E+02    0.1316E+02    0.2149E+02    SHTns
  31      8    20        8671    0.1364E-07    0.3500E+02    0.1322E+02    0.2142E+02    SHTns
  31     16    20        4336    0.6866E-08    0.3500E+02    0.1314E+02    0.2153E+02    SHTns
  31     32    20        2180    0.3433E-08    0.3501E+02    0.1319E+02    0.2151E+02    SHTns
  31     64    20        1051    0.1673E-08    0.3503E+02    0.1350E+02    0.2116E+02    SHTns
  31    128    20         513    0.8176E-09    0.3504E+02    0.1352E+02    0.2088E+02    SHTns
  31    256    20         256    0.4120E-09    0.3502E+02    0.1348E+02    0.2082E+02    SHTns
  63      2    20        6333    0.1261E-07    0.3500E+02    0.1329E+02    0.2151E+02    SHTns
  63      4    20        3124    0.6008E-08    0.3500E+02    0.1308E+02    0.2178E+02    SHTns
  63      8    20        1601    0.3190E-08    0.3501E+02    0.1339E+02    0.2148E+02    SHTns
  63     16    20         774    0.1540E-08    0.3503E+02    0.1368E+02    0.2119E+02    SHTns
  63     32    20         380    0.7581E-09    0.3503E+02    0.1377E+02    0.2101E+02    SHTns
  63     64    20         190    0.3789E-09    0.3514E+02    0.1379E+02    0.2107E+02    SHTns
  63    128    20          95    0.1901E-09    0.3509E+02    0.1386E+02    0.2094E+02    SHTns
  63    256    20          47    0.9206E-10    0.3547E+02    0.1375E+02    0.2142E+02    SHTns
 127      2    20         960    0.2575E-08    0.3502E+02    0.1230E+02    0.2265E+02    SHTns
 127      4    20         496    0.1321E-08    0.3501E+02    0.1329E+02    0.2166E+02    SHTns
 127      8    20         246    0.6529E-09    0.3514E+02    0.1344E+02    0.2160E+02    SHTns
 127     16    20         123    0.3266E-09    0.3516E+02    0.1343E+02    0.2163E+02    SHTns
 127     32    20          62    0.1652E-09    0.3545E+02    0.1357E+02    0.2177E+02    SHTns
 127     64    20          31    0.8288E-10    0.3550E+02    0.1366E+02    0.2174E+02    SHTns
 127    128    20          15    0.4121E-10    0.3649E+02    0.1342E+02    0.2297E+02    SHTns
 127    256    20          10    0.2740E-10    0.4626E+02    0.1814E+02    0.2798E+02    SHTns
 255      2    20         148    0.4044E-09    0.3514E+02    0.1319E+02    0.2191E+02    SHTns
 255      4    20          74    0.2026E-09    0.3507E+02    0.1320E+02    0.2183E+02    SHTns
 255      8    20          38    0.1100E-09    0.3512E+02    0.1358E+02    0.2150E+02    SHTns
 255     16    20          19    0.5310E-10    0.3610E+02    0.1368E+02    0.2238E+02    SHTns
 255     32    20          10    0.2803E-10    0.3819E+02    0.1458E+02    0.2357E+02    SHTns
 255     64    20          10    0.2803E-10    0.7629E+02    0.2912E+02    0.4710E+02    SHTns
 255    128    20          10    0.2934E-10    0.1489E+03    0.5831E+02    0.9046E+02    SHTns
 255    256    20          10    0.2803E-10    0.3052E+03    0.1166E+03    0.1883E+03    SHTns
 511      2    20          21    0.1962E-09    0.3664E+02    0.1325E+02    0.2337E+02    SHTns
 511      4    20          11    0.1026E-09    0.3846E+02    0.1396E+02    0.2448E+02    SHTns
 511      8    20          10    0.9344E-10    0.7005E+02    0.2541E+02    0.4461E+02    SHTns
 511     16    20          10    0.9344E-10    0.1398E+03    0.5084E+02    0.8895E+02    SHTns
 511     32    20          10    0.9344E-10    0.2797E+03    0.1017E+03    0.1779E+03    SHTns
 511     64    20          10    0.9344E-10    0.5626E+03    0.2034E+03    0.3591E+03    SHTns
 511    128    20          10    0.9344E-10    0.1128E+04    0.4119E+03    0.7152E+03    SHTns
 511    256    20          10    0.9404E-10    0.2249E+04    0.8132E+03    0.1435E+04    SHTns
1023      2    20          10    0.9011E-10    0.1185E+03    0.4596E+02    0.7252E+02    SHTns
1023      4    20          10    0.9011E-10    0.2384E+03    0.9188E+02    0.1465E+03    SHTns
1023      8    20          10    0.9011E-10    0.4739E+03    0.1839E+03    0.2899E+03    SHTns
1023     16    20          10    0.9011E-10    0.9473E+03    0.3673E+03    0.5799E+03    SHTns
1023     32    20          10    0.9011E-10    0.1895E+04    0.7346E+03    0.1160E+04    SHTns
1023     64    20          10    0.9011E-10    0.3789E+04    0.1469E+04    0.2319E+04    SHTns
1023    128    20           5    0.4515E-10    0.3813E+04    0.1489E+04    0.2324E+04    SHTns
