#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  63     16     2              30    0.9859E-12    0.1284E+00    0.5176E-01    0.7619E-01    SHTns
  63     16     4              30    0.3444E-11    0.2297E+00    0.1030E+00    0.1259E+00    SHTns
  63     16     8              30    0.1346E-10    0.4992E+00    0.2254E+00    0.2711E+00    SHTns
  63     16    16              30    0.5359E-10    0.1101E+01    0.4536E+00    0.6399E+00    SHTns
  63     16    32              30    0.2135E-09    0.2017E+01    0.9169E+00    0.1078E+01    SHTns
  63     16    64              30    0.8558E-09    0.4058E+01    0.1845E+01    0.2161E+01    SHTns
  63     16    **              30    0.3385E-08    0.8896E+01    0.3660E+01    0.5128E+01    SHTns
  63     16    **              30    0.1363E-07    0.1937E+02    0.8069E+01    0.1095E+02    SHTns
