#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      2    20      143027    0.2255E-06    0.3503E+02    0.1703E+02    0.1759E+02    SHTns
  15      4    20       76852    0.1276E-06    0.3503E+02    0.1581E+02    0.1891E+02    SHTns
  15      8    20       37362    0.6203E-07    0.3503E+02    0.1656E+02    0.1800E+02    SHTns
  15     16    20       18945    0.3146E-07    0.3503E+02    0.1672E+02    0.1803E+02    SHTns
  15     32    20        9000    0.1419E-07    0.3503E+02    0.1597E+02    0.1841E+02    SHTns
  15     64    20        4749    0.7894E-08    0.3503E+02    0.1641E+02    0.1809E+02    SHTns
  15    128    20        2273    0.3420E-08    0.3503E+02    0.1797E+02    0.1625E+02    SHTns
  15    256    20        1108    0.1843E-08    0.3503E+02    0.1578E+02    0.1803E+02    SHTns
