#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       49694    0.3182E-05    0.3500E+02    0.1660E+02    0.1777E+02    Rayleigh
  31      4    20        5327    0.4870E-07    0.3500E+02    0.1323E+02    0.2104E+02    Rayleigh
  63      4    20         792    0.6843E-09    0.3501E+02    0.1590E+02    0.1846E+02    Rayleigh
 127      4    20         170    0.2772E-09    0.3508E+02    0.1349E+02    0.2125E+02    Rayleigh
 255      4    20          51    0.5773E-09    0.3525E+02    0.1555E+02    0.1953E+02    Rayleigh
 511      4    20          14    0.1011E-08    0.3506E+02    0.1540E+02    0.1962E+02    Rayleigh
  15      8    20       37111    0.2376E-05    0.3500E+02    0.1671E+02    0.1761E+02    Rayleigh
  31      8    20        2893    0.2645E-07    0.3500E+02    0.1406E+02    0.2010E+02    Rayleigh
  63      8    20         550    0.4757E-09    0.3501E+02    0.9815E+01    0.2472E+02    Rayleigh
 127      8    20          83    0.1341E-09    0.3523E+02    0.1333E+02    0.2154E+02    Rayleigh
 255      8    20          32    0.3593E-09    0.3552E+02    0.1664E+02    0.1868E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.5098E+02    0.2408E+02    0.2686E+02    Rayleigh
  15     16    20       10646    0.6817E-06    0.3500E+02    0.1500E+02    0.1931E+02    Rayleigh
  31     16    20        1322    0.1208E-07    0.3500E+02    0.1350E+02    0.2050E+02    Rayleigh
  63     16    20         198    0.1709E-09    0.3502E+02    0.1837E+02    0.1593E+02    Rayleigh
 127     16    20          81    0.1310E-09    0.3525E+02    0.1508E+02    0.1987E+02    Rayleigh
 255     16    20          11    0.1261E-09    0.3608E+02    0.1770E+02    0.1827E+02    Rayleigh
  15     32    20        1556    0.9963E-07    0.3501E+02    0.1529E+02    0.1849E+02    Rayleigh
  31     32    20         614    0.5614E-08    0.3500E+02    0.1452E+02    0.1971E+02    Rayleigh
  63     32    20         101    0.8832E-10    0.3511E+02    0.1689E+02    0.1763E+02    Rayleigh
 127     32    20          40    0.7206E-10    0.3511E+02    0.1279E+02    0.2210E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.3654E+02    0.1600E+02    0.2045E+02    Rayleigh
  15      2    20      146288    0.9367E-05    0.3500E+02    0.1693E+02    0.1729E+02    Rayleigh
  31      2    20       26632    0.2435E-06    0.3500E+02    0.1523E+02    0.1920E+02    Rayleigh
  63      2    20        1669    0.1442E-08    0.3500E+02    0.1231E+02    0.2167E+02    Rayleigh
 127      2    20         383    0.6329E-09    0.3504E+02    0.1286E+02    0.2163E+02    Rayleigh
 255      2    20          96    0.1095E-08    0.3501E+02    0.1389E+02    0.2101E+02    Rayleigh
 511      2    20          26    0.1864E-08    0.3530E+02    0.1573E+02    0.1950E+02    Rayleigh
  15     64    20        1013    0.6486E-07    0.3502E+02    0.1469E+02    0.1935E+02    Rayleigh
  31     64    20         199    0.1819E-08    0.3501E+02    0.1690E+02    0.1686E+02    Rayleigh
  63     64    20          69    0.6074E-10    0.3532E+02    0.1399E+02    0.2084E+02    Rayleigh
 127     64    20          14    0.2603E-10    0.3514E+02    0.1727E+02    0.1769E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1242E+03    0.6247E+02    0.6139E+02    Rayleigh
  15    128    20         369    0.2363E-07    0.3505E+02    0.1410E+02    0.1971E+02    Rayleigh
  31    128    20          79    0.7229E-09    0.3513E+02    0.1802E+02    0.1642E+02    Rayleigh
  63    128    20          17    0.1498E-10    0.3565E+02    0.1737E+02    0.1795E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7804E+02    0.3932E+02    0.3836E+02    Rayleigh
