#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       57984    0.3713E-05    0.3500E+02    0.1695E+02    0.1741E+02    Rayleigh
  31      4    20        5024    0.4593E-07    0.3500E+02    0.1463E+02    0.1977E+02    Rayleigh
  63      4    20         601    0.5186E-09    0.3503E+02    0.1278E+02    0.2159E+02    Rayleigh
 127      4    20         201    0.3276E-09    0.3508E+02    0.1352E+02    0.2122E+02    Rayleigh
 255      4    20          53    0.6003E-09    0.3531E+02    0.1510E+02    0.2004E+02    Rayleigh
 511      4    20          15    0.1083E-08    0.3520E+02    0.1597E+02    0.1920E+02    Rayleigh
  15      8    20       37581    0.2406E-05    0.3500E+02    0.1626E+02    0.1804E+02    Rayleigh
  31      8    20        3268    0.2987E-07    0.3501E+02    0.1406E+02    0.2002E+02    Rayleigh
  63      8    20         462    0.3985E-09    0.3502E+02    0.1198E+02    0.2233E+02    Rayleigh
 127      8    20          95    0.1534E-09    0.3523E+02    0.1359E+02    0.2131E+02    Rayleigh
 255      8    20          32    0.3593E-09    0.3555E+02    0.1671E+02    0.1867E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.5554E+02    0.2763E+02    0.2780E+02    Rayleigh
  15     16    20        4731    0.3029E-06    0.3500E+02    0.1629E+02    0.1793E+02    Rayleigh
  31     16    20        1264    0.1155E-07    0.3502E+02    0.1285E+02    0.2115E+02    Rayleigh
  63     16    20         200    0.1726E-09    0.3506E+02    0.1829E+02    0.1606E+02    Rayleigh
 127     16    20          74    0.1214E-09    0.3513E+02    0.1390E+02    0.2095E+02    Rayleigh
 255     16    20          13    0.1483E-09    0.3655E+02    0.1795E+02    0.1848E+02    Rayleigh
  15     32    20        1557    0.9970E-07    0.3500E+02    0.1520E+02    0.1859E+02    Rayleigh
  31     32    20         597    0.5459E-08    0.3504E+02    0.1348E+02    0.2068E+02    Rayleigh
  63     32    20         103    0.8985E-10    0.3504E+02    0.1603E+02    0.1846E+02    Rayleigh
 127     32    20          19    0.3240E-10    0.3505E+02    0.1700E+02    0.1785E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.6410E+02    0.3191E+02    0.3204E+02    Rayleigh
  15      2    20       96162    0.6157E-05    0.3500E+02    0.1694E+02    0.1733E+02    Rayleigh
  31      2    20       31398    0.2870E-06    0.3500E+02    0.1528E+02    0.1904E+02    Rayleigh
  63      2    20        1216    0.1050E-08    0.3500E+02    0.1226E+02    0.2175E+02    Rayleigh
 127      2    20         481    0.7939E-09    0.3503E+02    0.1240E+02    0.2228E+02    Rayleigh
 255      2    20         101    0.1152E-08    0.3518E+02    0.1527E+02    0.1965E+02    Rayleigh
 511      2    20          32    0.2293E-08    0.3563E+02    0.1578E+02    0.1976E+02    Rayleigh
  15     64    20        1566    0.1003E-06    0.3502E+02    0.1315E+02    0.2096E+02    Rayleigh
  31     64    20         181    0.1655E-08    0.3505E+02    0.1693E+02    0.1708E+02    Rayleigh
  63     64    20          34    0.2989E-10    0.3535E+02    0.1791E+02    0.1694E+02    Rayleigh
 127     64    20          14    0.2603E-10    0.3515E+02    0.1724E+02    0.1774E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1134E+03    0.5677E+02    0.5634E+02    Rayleigh
  15    128    20         370    0.2369E-07    0.3505E+02    0.1481E+02    0.1910E+02    Rayleigh
  31    128    20          45    0.4118E-09    0.3529E+02    0.1758E+02    0.1702E+02    Rayleigh
  63    128    20          18    0.1595E-10    0.3568E+02    0.1716E+02    0.1818E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7837E+02    0.4035E+02    0.3766E+02    Rayleigh
