#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       79657    0.5100E-05    0.3500E+02    0.1700E+02    0.1733E+02    Rayleigh
  31      4    20        4828    0.4414E-07    0.3500E+02    0.1413E+02    0.2009E+02    Rayleigh
  63      4    20         795    0.6868E-09    0.3501E+02    0.1553E+02    0.1879E+02    Rayleigh
 127      4    20         231    0.3789E-09    0.3505E+02    0.1319E+02    0.2151E+02    Rayleigh
 255      4    20          53    0.6003E-09    0.3516E+02    0.1521E+02    0.1979E+02    Rayleigh
 511      4    20          13    0.9391E-09    0.3633E+02    0.1635E+02    0.1995E+02    Rayleigh
  15      8    20       37786    0.2419E-05    0.3500E+02    0.1620E+02    0.1812E+02    Rayleigh
  31      8    20        1989    0.1818E-07    0.3501E+02    0.1550E+02    0.1837E+02    Rayleigh
  63      8    20         423    0.3648E-09    0.3502E+02    0.1589E+02    0.1832E+02    Rayleigh
 127      8    20          98    0.1581E-09    0.3517E+02    0.1393E+02    0.2090E+02    Rayleigh
 255      8    20          31    0.3489E-09    0.3549E+02    0.1381E+02    0.2158E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.5747E+02    0.2866E+02    0.2872E+02    Rayleigh
  15     16    20        3780    0.2420E-06    0.3500E+02    0.1539E+02    0.1868E+02    Rayleigh
  31     16    20        1260    0.1152E-07    0.3501E+02    0.1321E+02    0.2079E+02    Rayleigh
  63     16    20         202    0.1743E-09    0.3507E+02    0.1688E+02    0.1762E+02    Rayleigh
 127     16    20          67    0.1142E-09    0.3507E+02    0.1546E+02    0.1929E+02    Rayleigh
 255     16    20          11    0.1261E-09    0.3672E+02    0.1772E+02    0.1890E+02    Rayleigh
  15     32    20        1506    0.9643E-07    0.3501E+02    0.1568E+02    0.1808E+02    Rayleigh
  31     32    20         469    0.4288E-08    0.3502E+02    0.1672E+02    0.1707E+02    Rayleigh
  63     32    20          98    0.8583E-10    0.3510E+02    0.1659E+02    0.1795E+02    Rayleigh
 127     32    20          18    0.3057E-10    0.3540E+02    0.1739E+02    0.1783E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.6166E+02    0.3135E+02    0.3018E+02    Rayleigh
  15      2    20      101179    0.6478E-05    0.3500E+02    0.1674E+02    0.1755E+02    Rayleigh
  31      2    20       31065    0.2840E-06    0.3500E+02    0.1542E+02    0.1900E+02    Rayleigh
  63      2    20        1268    0.1095E-08    0.3500E+02    0.1247E+02    0.2154E+02    Rayleigh
 127      2    20         414    0.6837E-09    0.3502E+02    0.1575E+02    0.1866E+02    Rayleigh
 255      2    20          96    0.1095E-08    0.3514E+02    0.1464E+02    0.2022E+02    Rayleigh
 511      2    20          24    0.1722E-08    0.3556E+02    0.1559E+02    0.1992E+02    Rayleigh
  15     64    20         803    0.5142E-07    0.3500E+02    0.1523E+02    0.1859E+02    Rayleigh
  31     64    20         191    0.1747E-08    0.3502E+02    0.1707E+02    0.1680E+02    Rayleigh
  63     64    20          69    0.6074E-10    0.3536E+02    0.1403E+02    0.2083E+02    Rayleigh
 127     64    20          10    0.1830E-10    0.3736E+02    0.1998E+02    0.1717E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.9472E+02    0.4516E+02    0.4937E+02    Rayleigh
  15    128    20         372    0.2382E-07    0.3501E+02    0.1505E+02    0.1884E+02    Rayleigh
  31    128    20          52    0.4756E-09    0.3513E+02    0.1734E+02    0.1704E+02    Rayleigh
  63    128    20          15    0.1339E-10    0.3580E+02    0.1905E+02    0.1638E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7813E+02    0.4013E+02    0.3763E+02    Rayleigh
