#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       77253    0.4946E-05    0.3500E+02    0.1702E+02    0.1731E+02    Rayleigh
  31      4    20        3936    0.3598E-07    0.3500E+02    0.1373E+02    0.2053E+02    Rayleigh
  63      4    20         850    0.7351E-09    0.3501E+02    0.1182E+02    0.2253E+02    Rayleigh
 127      4    20         166    0.2703E-09    0.3509E+02    0.1322E+02    0.2155E+02    Rayleigh
 255      4    20          47    0.5296E-09    0.3546E+02    0.1568E+02    0.1961E+02    Rayleigh
 511      4    20          15    0.1083E-08    0.3529E+02    0.1609E+02    0.1916E+02    Rayleigh
  15      8    20       41675    0.2668E-05    0.3500E+02    0.1671E+02    0.1761E+02    Rayleigh
  31      8    20        2412    0.2205E-07    0.3501E+02    0.1323E+02    0.2077E+02    Rayleigh
  63      8    20         463    0.3993E-09    0.3502E+02    0.1272E+02    0.2161E+02    Rayleigh
 127      8    20         132    0.2154E-09    0.3503E+02    0.1249E+02    0.2225E+02    Rayleigh
 255      8    20          27    0.3041E-09    0.3560E+02    0.1459E+02    0.2089E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.6182E+02    0.2876E+02    0.3299E+02    Rayleigh
  15     16    20        4620    0.2958E-06    0.3500E+02    0.1474E+02    0.1936E+02    Rayleigh
  31     16    20         686    0.6272E-08    0.3500E+02    0.1620E+02    0.1781E+02    Rayleigh
  63     16    20         263    0.2256E-09    0.3504E+02    0.1338E+02    0.2110E+02    Rayleigh
 127     16    20          74    0.1214E-09    0.3505E+02    0.1416E+02    0.2063E+02    Rayleigh
 255     16    20          18    0.2037E-09    0.3644E+02    0.1552E+02    0.2081E+02    Rayleigh
  15     32    20        3072    0.1967E-06    0.3500E+02    0.1433E+02    0.1965E+02    Rayleigh
  31     32    20         422    0.3859E-08    0.3503E+02    0.1583E+02    0.1811E+02    Rayleigh
  63     32    20         168    0.1453E-09    0.3510E+02    0.1407E+02    0.2045E+02    Rayleigh
 127     32    20          19    0.3240E-10    0.3573E+02    0.1743E+02    0.1812E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.6063E+02    0.3182E+02    0.2865E+02    Rayleigh
  15      2    20       99626    0.6379E-05    0.3500E+02    0.1688E+02    0.1740E+02    Rayleigh
  31      2    20       23249    0.2125E-06    0.3500E+02    0.1493E+02    0.1942E+02    Rayleigh
  63      2    20        1607    0.1387E-08    0.3501E+02    0.1220E+02    0.2181E+02    Rayleigh
 127      2    20         386    0.6382E-09    0.3505E+02    0.1311E+02    0.2140E+02    Rayleigh
 255      2    20          97    0.1107E-08    0.3513E+02    0.1488E+02    0.1995E+02    Rayleigh
 511      2    20          23    0.1651E-08    0.3512E+02    0.1536E+02    0.1971E+02    Rayleigh
  15     64    20        1539    0.9854E-07    0.3501E+02    0.1253E+02    0.2144E+02    Rayleigh
  31     64    20         244    0.2230E-08    0.3501E+02    0.1592E+02    0.1809E+02    Rayleigh
  63     64    20          85    0.7478E-10    0.3509E+02    0.1591E+02    0.1876E+02    Rayleigh
 127     64    20          10    0.1830E-10    0.3674E+02    0.1948E+02    0.1708E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.9423E+02    0.4485E+02    0.4920E+02    Rayleigh
  15    128    20         613    0.3925E-07    0.3502E+02    0.1007E+02    0.2422E+02    Rayleigh
  31    128    20          46    0.4211E-09    0.3516E+02    0.1785E+02    0.1659E+02    Rayleigh
  63    128    20          17    0.1498E-10    0.3545E+02    0.1665E+02    0.1846E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7873E+02    0.4099E+02    0.3739E+02    Rayleigh
