#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       42233    0.2704E-05    0.3500E+02    0.1680E+02    0.1754E+02    Rayleigh
  31      4    20        4529    0.4140E-07    0.3500E+02    0.1373E+02    0.2048E+02    Rayleigh
  63      4    20         885    0.7648E-09    0.3503E+02    0.1259E+02    0.2183E+02    Rayleigh
 127      4    20         198    0.3230E-09    0.3507E+02    0.1346E+02    0.2130E+02    Rayleigh
 255      4    20          55    0.6242E-09    0.3537E+02    0.1757E+02    0.1757E+02    Rayleigh
 511      4    20          16    0.1155E-08    0.3530E+02    0.1554E+02    0.1972E+02    Rayleigh
  15      8    20       37870    0.2425E-05    0.3500E+02    0.1625E+02    0.1805E+02    Rayleigh
  31      8    20        2888    0.2640E-07    0.3501E+02    0.1344E+02    0.2058E+02    Rayleigh
  63      8    20         329    0.2829E-09    0.3503E+02    0.1233E+02    0.2211E+02    Rayleigh
 127      8    20          97    0.1566E-09    0.3525E+02    0.1419E+02    0.2070E+02    Rayleigh
 255      8    20          32    0.3593E-09    0.3537E+02    0.1615E+02    0.1908E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.5932E+02    0.2768E+02    0.3155E+02    Rayleigh
  15     16    20        4387    0.2809E-06    0.3500E+02    0.1595E+02    0.1818E+02    Rayleigh
  31     16    20         756    0.6911E-08    0.3502E+02    0.1641E+02    0.1758E+02    Rayleigh
  63     16    20         198    0.1709E-09    0.3509E+02    0.1834E+02    0.1600E+02    Rayleigh
 127     16    20          87    0.1402E-09    0.3524E+02    0.1478E+02    0.2017E+02    Rayleigh
 255     16    20          16    0.1820E-09    0.3571E+02    0.1565E+02    0.1996E+02    Rayleigh
  15     32    20        2252    0.1442E-06    0.3501E+02    0.1360E+02    0.2036E+02    Rayleigh
  31     32    20         456    0.4169E-08    0.3504E+02    0.1658E+02    0.1732E+02    Rayleigh
  63     32    20          88    0.7746E-10    0.3518E+02    0.1647E+02    0.1820E+02    Rayleigh
 127     32    20          40    0.7206E-10    0.3511E+02    0.1273E+02    0.2216E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.5513E+02    0.2727E+02    0.2772E+02    Rayleigh
  15      2    20       95030    0.6085E-05    0.3500E+02    0.1681E+02    0.1749E+02    Rayleigh
  31      2    20       28939    0.2646E-06    0.3500E+02    0.1524E+02    0.1902E+02    Rayleigh
  63      2    20        1223    0.1056E-08    0.3502E+02    0.1248E+02    0.2155E+02    Rayleigh
 127      2    20         381    0.6297E-09    0.3502E+02    0.1307E+02    0.2138E+02    Rayleigh
 255      2    20         113    0.1288E-08    0.3521E+02    0.1659E+02    0.1828E+02    Rayleigh
 511      2    20          31    0.2222E-08    0.3551E+02    0.1583E+02    0.1960E+02    Rayleigh
  15     64    20         891    0.5705E-07    0.3502E+02    0.1500E+02    0.1869E+02    Rayleigh
  31     64    20         205    0.1874E-08    0.3504E+02    0.1702E+02    0.1684E+02    Rayleigh
  63     64    20          69    0.6074E-10    0.3540E+02    0.1407E+02    0.2083E+02    Rayleigh
 127     64    20          10    0.1830E-10    0.3876E+02    0.2024E+02    0.1832E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1138E+03    0.5606E+02    0.5746E+02    Rayleigh
  15    128    20         289    0.1851E-07    0.3502E+02    0.1546E+02    0.1849E+02    Rayleigh
  31    128    20          48    0.4394E-09    0.3517E+02    0.1762E+02    0.1679E+02    Rayleigh
  63    128    20          21    0.1868E-10    0.3545E+02    0.1756E+02    0.1746E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7651E+02    0.4214E+02    0.3387E+02    Rayleigh
