#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       53372    0.3417E-05    0.3500E+02    0.1707E+02    0.1733E+02    Rayleigh
  31      4    20        6619    0.6051E-07    0.3500E+02    0.1474E+02    0.1969E+02    Rayleigh
  63      4    20         653    0.5627E-09    0.3500E+02    0.1259E+02    0.2173E+02    Rayleigh
 127      4    20         249    0.4096E-09    0.3511E+02    0.1590E+02    0.1880E+02    Rayleigh
 255      4    20          55    0.6242E-09    0.3535E+02    0.1749E+02    0.1765E+02    Rayleigh
 511      4    20          12    0.8667E-09    0.3540E+02    0.1631E+02    0.1906E+02    Rayleigh
  15      8    20       33232    0.2128E-05    0.3500E+02    0.1648E+02    0.1784E+02    Rayleigh
  31      8    20        1868    0.1708E-07    0.3500E+02    0.1473E+02    0.1917E+02    Rayleigh
  63      8    20         342    0.2946E-09    0.3500E+02    0.1243E+02    0.2184E+02    Rayleigh
 127      8    20         114    0.1861E-09    0.3522E+02    0.1624E+02    0.1852E+02    Rayleigh
 255      8    20          28    0.3153E-09    0.3579E+02    0.1619E+02    0.1943E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.6164E+02    0.2962E+02    0.3192E+02    Rayleigh
  15     16    20       11955    0.7655E-06    0.3500E+02    0.1565E+02    0.1876E+02    Rayleigh
  31     16    20         690    0.6308E-08    0.3503E+02    0.1683E+02    0.1709E+02    Rayleigh
  63     16    20         264    0.2265E-09    0.3503E+02    0.1298E+02    0.2139E+02    Rayleigh
 127     16    20          68    0.1149E-09    0.3524E+02    0.1473E+02    0.2024E+02    Rayleigh
 255     16    20          12    0.1376E-09    0.3574E+02    0.1857E+02    0.1705E+02    Rayleigh
  15     32    20        2697    0.1727E-06    0.3500E+02    0.1488E+02    0.1917E+02    Rayleigh
  31     32    20         568    0.5195E-08    0.3502E+02    0.1459E+02    0.1932E+02    Rayleigh
  63     32    20         159    0.1377E-09    0.3513E+02    0.1448E+02    0.2003E+02    Rayleigh
 127     32    20          20    0.3410E-10    0.3512E+02    0.1688E+02    0.1803E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.6072E+02    0.2820E+02    0.3238E+02    Rayleigh
  15      2    20       80606    0.5161E-05    0.3500E+02    0.1666E+02    0.1766E+02    Rayleigh
  31      2    20       30227    0.2763E-06    0.3500E+02    0.1563E+02    0.1871E+02    Rayleigh
  63      2    20        1617    0.1396E-08    0.3500E+02    0.1214E+02    0.2186E+02    Rayleigh
 127      2    20         353    0.5810E-09    0.3505E+02    0.1385E+02    0.2062E+02    Rayleigh
 255      2    20          82    0.9331E-09    0.3514E+02    0.1443E+02    0.2048E+02    Rayleigh
 511      2    20          31    0.2222E-08    0.3593E+02    0.1611E+02    0.1975E+02    Rayleigh
  15     64    20         867    0.5552E-07    0.3503E+02    0.1448E+02    0.1956E+02    Rayleigh
  31     64    20         297    0.2714E-08    0.3502E+02    0.1414E+02    0.1986E+02    Rayleigh
  63     64    20          35    0.3086E-10    0.3535E+02    0.1816E+02    0.1671E+02    Rayleigh
 127     64    20          13    0.2449E-10    0.3529E+02    0.1629E+02    0.1888E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1256E+03    0.6773E+02    0.5760E+02    Rayleigh
  15    128    20         338    0.2164E-07    0.3505E+02    0.1440E+02    0.1944E+02    Rayleigh
  31    128    20          79    0.7229E-09    0.3519E+02    0.1786E+02    0.1663E+02    Rayleigh
  63    128    20          17    0.1498E-10    0.3552E+02    0.1708E+02    0.1811E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7813E+02    0.3929E+02    0.3847E+02    Rayleigh
