#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       55513    0.3555E-05    0.3500E+02    0.1676E+02    0.1763E+02    Rayleigh
  31      4    20        3883    0.3550E-07    0.3500E+02    0.1381E+02    0.2040E+02    Rayleigh
  63      4    20        1012    0.8758E-09    0.3501E+02    0.9101E+01    0.2559E+02    Rayleigh
 127      4    20         217    0.3533E-09    0.3504E+02    0.1343E+02    0.2128E+02    Rayleigh
 255      4    20          44    0.4951E-09    0.3511E+02    0.1471E+02    0.2024E+02    Rayleigh
 511      4    20          19    0.1367E-08    0.3506E+02    0.1466E+02    0.2037E+02    Rayleigh
  15      8    20       40670    0.2604E-05    0.3500E+02    0.1662E+02    0.1762E+02    Rayleigh
  31      8    20        2304    0.2106E-07    0.3500E+02    0.1328E+02    0.2069E+02    Rayleigh
  63      8    20         474    0.4093E-09    0.3503E+02    0.1176E+02    0.2269E+02    Rayleigh
 127      8    20         105    0.1703E-09    0.3520E+02    0.1401E+02    0.2083E+02    Rayleigh
 255      8    20          28    0.3153E-09    0.3567E+02    0.1652E+02    0.1898E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.5791E+02    0.2711E+02    0.3074E+02    Rayleigh
  15     16    20        9473    0.6066E-06    0.3500E+02    0.1552E+02    0.1884E+02    Rayleigh
  31     16    20        1262    0.1154E-07    0.3500E+02    0.1329E+02    0.2071E+02    Rayleigh
  63     16    20         265    0.2274E-09    0.3504E+02    0.1473E+02    0.1959E+02    Rayleigh
 127     16    20          74    0.1214E-09    0.3504E+02    0.1529E+02    0.1945E+02    Rayleigh
 255     16    20          18    0.2037E-09    0.3534E+02    0.1395E+02    0.2128E+02    Rayleigh
  15     32    20        1701    0.1089E-06    0.3501E+02    0.1456E+02    0.1925E+02    Rayleigh
  31     32    20         453    0.4142E-08    0.3502E+02    0.1583E+02    0.1813E+02    Rayleigh
  63     32    20          99    0.8665E-10    0.3507E+02    0.1687E+02    0.1762E+02    Rayleigh
 127     32    20          35    0.6261E-10    0.3540E+02    0.1361E+02    0.2162E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.5759E+02    0.2752E+02    0.2995E+02    Rayleigh
  15      2    20      123777    0.7925E-05    0.3500E+02    0.1689E+02    0.1735E+02    Rayleigh
  31      2    20       29510    0.2698E-06    0.3500E+02    0.1574E+02    0.1859E+02    Rayleigh
  63      2    20        1184    0.1022E-08    0.3500E+02    0.1234E+02    0.2168E+02    Rayleigh
 127      2    20         336    0.5528E-09    0.3501E+02    0.1318E+02    0.2127E+02    Rayleigh
 255      2    20         238    0.2724E-08    0.3505E+02    0.1602E+02    0.1890E+02    Rayleigh
 511      2    20          27    0.1935E-08    0.3543E+02    0.1492E+02    0.2045E+02    Rayleigh
  15     64    20        1025    0.6563E-07    0.3502E+02    0.1511E+02    0.1895E+02    Rayleigh
  31     64    20         185    0.1692E-08    0.3504E+02    0.1664E+02    0.1728E+02    Rayleigh
  63     64    20          68    0.6008E-10    0.3511E+02    0.1479E+02    0.1986E+02    Rayleigh
 127     64    20          10    0.1830E-10    0.3776E+02    0.2075E+02    0.1680E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.9215E+02    0.4322E+02    0.4875E+02    Rayleigh
  15    128    20         394    0.2523E-07    0.3505E+02    0.1506E+02    0.1883E+02    Rayleigh
  31    128    20          79    0.7229E-09    0.3513E+02    0.1787E+02    0.1655E+02    Rayleigh
  63    128    20          21    0.1868E-10    0.3554E+02    0.1826E+02    0.1676E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7894E+02    0.4140E+02    0.3715E+02    Rayleigh
