#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       48634    0.3114E-05    0.3500E+02    0.1682E+02    0.1754E+02    Rayleigh
  31      4    20        8413    0.7691E-07    0.3500E+02    0.1776E+02    0.1686E+02    Rayleigh
  63      4    20         667    0.5746E-09    0.3502E+02    0.1277E+02    0.2159E+02    Rayleigh
 127      4    20         249    0.4096E-09    0.3506E+02    0.1555E+02    0.1909E+02    Rayleigh
 255      4    20          54    0.6125E-09    0.3522E+02    0.1480E+02    0.2027E+02    Rayleigh
 511      4    20          15    0.1083E-08    0.3692E+02    0.1624E+02    0.2064E+02    Rayleigh
  15      8    20       35923    0.2300E-05    0.3500E+02    0.1666E+02    0.1767E+02    Rayleigh
  31      8    20        2449    0.2239E-07    0.3500E+02    0.1356E+02    0.2041E+02    Rayleigh
  63      8    20         361    0.3109E-09    0.3500E+02    0.1300E+02    0.2124E+02    Rayleigh
 127      8    20         152    0.2485E-09    0.3519E+02    0.1056E+02    0.2443E+02    Rayleigh
 255      8    20          29    0.3267E-09    0.3505E+02    0.1392E+02    0.2101E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.6050E+02    0.2894E+02    0.3147E+02    Rayleigh
  15     16    20        4705    0.3013E-06    0.3500E+02    0.1640E+02    0.1774E+02    Rayleigh
  31     16    20         716    0.6546E-08    0.3500E+02    0.1759E+02    0.1631E+02    Rayleigh
  63     16    20         263    0.2256E-09    0.3502E+02    0.1331E+02    0.2114E+02    Rayleigh
 127     16    20          71    0.1183E-09    0.3511E+02    0.1509E+02    0.1976E+02    Rayleigh
 255     16    20          10    0.1145E-09    0.3572E+02    0.1805E+02    0.1758E+02    Rayleigh
  15     32    20        1486    0.9515E-07    0.3501E+02    0.1528E+02    0.1853E+02    Rayleigh
  31     32    20         597    0.5459E-08    0.3503E+02    0.1278E+02    0.2132E+02    Rayleigh
  63     32    20         140    0.1222E-09    0.3509E+02    0.1490E+02    0.1964E+02    Rayleigh
 127     32    20          29    0.5174E-10    0.3501E+02    0.1470E+02    0.2016E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.5539E+02    0.2769E+02    0.2759E+02    Rayleigh
  15      2    20      109772    0.7029E-05    0.3500E+02    0.1683E+02    0.1743E+02    Rayleigh
  31      2    20       35599    0.3254E-06    0.3500E+02    0.1680E+02    0.1763E+02    Rayleigh
  63      2    20        1648    0.1424E-08    0.3500E+02    0.1214E+02    0.2185E+02    Rayleigh
 127      2    20         356    0.5852E-09    0.3503E+02    0.1297E+02    0.2154E+02    Rayleigh
 255      2    20         136    0.1555E-08    0.3521E+02    0.1272E+02    0.2239E+02    Rayleigh
 511      2    20          28    0.2006E-08    0.3534E+02    0.1558E+02    0.1970E+02    Rayleigh
  15     64    20        1504    0.9630E-07    0.3501E+02    0.1235E+02    0.2175E+02    Rayleigh
  31     64    20         181    0.1655E-08    0.3501E+02    0.1692E+02    0.1707E+02    Rayleigh
  63     64    20          88    0.7746E-10    0.3516E+02    0.1420E+02    0.2053E+02    Rayleigh
 127     64    20          10    0.1830E-10    0.3867E+02    0.2023E+02    0.1826E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1262E+03    0.6404E+02    0.6181E+02    Rayleigh
  15    128    20         358    0.2293E-07    0.3505E+02    0.1434E+02    0.1948E+02    Rayleigh
  31    128    20          46    0.4211E-09    0.3514E+02    0.1774E+02    0.1665E+02    Rayleigh
  63    128    20          17    0.1498E-10    0.3576E+02    0.1694E+02    0.1846E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.5858E+02    0.2941E+02    0.2866E+02    Rayleigh
