#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       51458    0.3295E-05    0.3500E+02    0.1687E+02    0.1754E+02    Rayleigh
  31      4    20        3482    0.3183E-07    0.3500E+02    0.1358E+02    0.2063E+02    Rayleigh
  63      4    20         592    0.5113E-09    0.3502E+02    0.1267E+02    0.2168E+02    Rayleigh
 127      4    20         228    0.3738E-09    0.3503E+02    0.1277E+02    0.2201E+02    Rayleigh
 255      4    20          68    0.7737E-09    0.3519E+02    0.1385E+02    0.2122E+02    Rayleigh
 511      4    20          15    0.1083E-08    0.3627E+02    0.1586E+02    0.2037E+02    Rayleigh
  15      8    20       34391    0.2202E-05    0.3500E+02    0.1673E+02    0.1752E+02    Rayleigh
  31      8    20        3230    0.2953E-07    0.3500E+02    0.1407E+02    0.1998E+02    Rayleigh
  63      8    20         423    0.3648E-09    0.3502E+02    0.1480E+02    0.1926E+02    Rayleigh
 127      8    20         130    0.2122E-09    0.3503E+02    0.1172E+02    0.2306E+02    Rayleigh
 255      8    20          45    0.5064E-09    0.3566E+02    0.1389E+02    0.2167E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.5692E+02    0.2872E+02    0.2810E+02    Rayleigh
  15     16    20       12302    0.7877E-06    0.3500E+02    0.1581E+02    0.1857E+02    Rayleigh
  31     16    20        1328    0.1214E-07    0.3501E+02    0.1355E+02    0.2044E+02    Rayleigh
  63     16    20         203    0.1751E-09    0.3504E+02    0.1795E+02    0.1623E+02    Rayleigh
 127     16    20          67    0.1142E-09    0.3525E+02    0.1594E+02    0.1901E+02    Rayleigh
 255     16    20          13    0.1483E-09    0.3603E+02    0.1585E+02    0.2010E+02    Rayleigh
  15     32    20        1622    0.1039E-06    0.3501E+02    0.1565E+02    0.1814E+02    Rayleigh
  31     32    20         742    0.6784E-08    0.3502E+02    0.1453E+02    0.1967E+02    Rayleigh
  63     32    20         167    0.1444E-09    0.3511E+02    0.1497E+02    0.1971E+02    Rayleigh
 127     32    20          19    0.3240E-10    0.3550E+02    0.1702E+02    0.1827E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.5135E+02    0.2521E+02    0.2601E+02    Rayleigh
  15      2    20      132713    0.8498E-05    0.3500E+02    0.1689E+02    0.1735E+02    Rayleigh
  31      2    20       31495    0.2879E-06    0.3500E+02    0.1498E+02    0.1939E+02    Rayleigh
  63      2    20        1201    0.1037E-08    0.3502E+02    0.1250E+02    0.2152E+02    Rayleigh
 127      2    20         418    0.6897E-09    0.3500E+02    0.1329E+02    0.2114E+02    Rayleigh
 255      2    20         101    0.1152E-08    0.3506E+02    0.1509E+02    0.1970E+02    Rayleigh
 511      2    20          23    0.1651E-08    0.3515E+02    0.1552E+02    0.1959E+02    Rayleigh
  15     64    20         835    0.5347E-07    0.3502E+02    0.1499E+02    0.1896E+02    Rayleigh
  31     64    20         420    0.3841E-08    0.3505E+02    0.1443E+02    0.1980E+02    Rayleigh
  63     64    20          30    0.2626E-10    0.3533E+02    0.1758E+02    0.1733E+02    Rayleigh
 127     64    20          10    0.1830E-10    0.3782E+02    0.1937E+02    0.1824E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1136E+03    0.5656E+02    0.5684E+02    Rayleigh
  15    128    20         371    0.2376E-07    0.3505E+02    0.1507E+02    0.1886E+02    Rayleigh
  31    128    20          45    0.4118E-09    0.3523E+02    0.1776E+02    0.1675E+02    Rayleigh
  63    128    20          17    0.1498E-10    0.3544E+02    0.1680E+02    0.1831E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7881E+02    0.4120E+02    0.3723E+02    Rayleigh
