#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       51796    0.3317E-05    0.3500E+02    0.1695E+02    0.1743E+02    Rayleigh
  31      4    20        4806    0.4394E-07    0.3500E+02    0.1408E+02    0.2008E+02    Rayleigh
  63      4    20         802    0.6927E-09    0.3502E+02    0.1535E+02    0.1901E+02    Rayleigh
 127      4    20         248    0.4078E-09    0.3501E+02    0.1547E+02    0.1914E+02    Rayleigh
 255      4    20          56    0.6354E-09    0.3522E+02    0.1497E+02    0.2009E+02    Rayleigh
 511      4    20          16    0.1155E-08    0.3595E+02    0.1598E+02    0.1993E+02    Rayleigh
  15      8    20       37505    0.2401E-05    0.3500E+02    0.1692E+02    0.1737E+02    Rayleigh
  31      8    20        2286    0.2089E-07    0.3501E+02    0.1344E+02    0.2056E+02    Rayleigh
  63      8    20         554    0.4789E-09    0.3501E+02    0.1180E+02    0.2262E+02    Rayleigh
 127      8    20         114    0.1861E-09    0.3531E+02    0.1634E+02    0.1851E+02    Rayleigh
 255      8    20          29    0.3267E-09    0.3538E+02    0.1423E+02    0.2103E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.4422E+02    0.2076E+02    0.2342E+02    Rayleigh
  15     16    20        4757    0.3046E-06    0.3500E+02    0.1640E+02    0.1778E+02    Rayleigh
  31     16    20        1259    0.1151E-07    0.3502E+02    0.1300E+02    0.2099E+02    Rayleigh
  63     16    20         264    0.2265E-09    0.3507E+02    0.1226E+02    0.2215E+02    Rayleigh
 127     16    20          77    0.1248E-09    0.3527E+02    0.1406E+02    0.2094E+02    Rayleigh
 255     16    20          15    0.1707E-09    0.3540E+02    0.1542E+02    0.1990E+02    Rayleigh
  15     32    20        2437    0.1560E-06    0.3501E+02    0.1371E+02    0.2025E+02    Rayleigh
  31     32    20         457    0.4178E-08    0.3501E+02    0.1614E+02    0.1776E+02    Rayleigh
  63     32    20         151    0.1314E-09    0.3500E+02    0.1412E+02    0.2028E+02    Rayleigh
 127     32    20          41    0.7388E-10    0.3555E+02    0.1303E+02    0.2228E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.5439E+02    0.2522E+02    0.2904E+02    Rayleigh
  15      2    20      109939    0.7039E-05    0.3500E+02    0.1686E+02    0.1742E+02    Rayleigh
  31      2    20       27295    0.2495E-06    0.3500E+02    0.1511E+02    0.1932E+02    Rayleigh
  63      2    20        1538    0.1327E-08    0.3500E+02    0.1525E+02    0.1895E+02    Rayleigh
 127      2    20         358    0.5889E-09    0.3505E+02    0.1291E+02    0.2158E+02    Rayleigh
 255      2    20          73    0.8315E-09    0.3508E+02    0.1482E+02    0.2005E+02    Rayleigh
 511      2    20          25    0.1793E-08    0.3572E+02    0.1583E+02    0.1984E+02    Rayleigh
  15     64    20         847    0.5424E-07    0.3502E+02    0.1493E+02    0.1901E+02    Rayleigh
  31     64    20         199    0.1819E-08    0.3507E+02    0.1710E+02    0.1687E+02    Rayleigh
  63     64    20          35    0.3086E-10    0.3538E+02    0.1867E+02    0.1622E+02    Rayleigh
 127     64    20          13    0.2449E-10    0.3541E+02    0.1595E+02    0.1933E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1239E+03    0.6362E+02    0.5995E+02    Rayleigh
  15    128    20         382    0.2446E-07    0.3504E+02    0.1498E+02    0.1890E+02    Rayleigh
  31    128    20          81    0.7412E-09    0.3520E+02    0.1727E+02    0.1721E+02    Rayleigh
  63    128    20          17    0.1498E-10    0.3565E+02    0.1730E+02    0.1802E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.5382E+02    0.3067E+02    0.2295E+02    Rayleigh
