#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       50356    0.3224E-05    0.3500E+02    0.1658E+02    0.1780E+02    Rayleigh
  31      4    20        4522    0.4134E-07    0.3500E+02    0.1390E+02    0.2030E+02    Rayleigh
  63      4    20         973    0.8409E-09    0.3501E+02    0.1158E+02    0.2294E+02    Rayleigh
 127      4    20         332    0.5472E-09    0.3502E+02    0.1071E+02    0.2414E+02    Rayleigh
 255      4    20          72    0.8199E-09    0.3543E+02    0.1220E+02    0.2313E+02    Rayleigh
 511      4    20          13    0.9391E-09    0.3696E+02    0.1641E+02    0.2050E+02    Rayleigh
  15      8    20       40649    0.2603E-05    0.3500E+02    0.1666E+02    0.1764E+02    Rayleigh
  31      8    20        2004    0.1832E-07    0.3500E+02    0.1496E+02    0.1895E+02    Rayleigh
  63      8    20         422    0.3638E-09    0.3501E+02    0.1530E+02    0.1889E+02    Rayleigh
 127      8    20         114    0.1861E-09    0.3512E+02    0.1364E+02    0.2110E+02    Rayleigh
 255      8    20          50    0.5653E-09    0.3567E+02    0.1355E+02    0.2201E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.4691E+02    0.2282E+02    0.2405E+02    Rayleigh
  15     16    20        6007    0.3846E-06    0.3500E+02    0.1512E+02    0.1906E+02    Rayleigh
  31     16    20        1310    0.1197E-07    0.3500E+02    0.1361E+02    0.2040E+02    Rayleigh
  63     16    20         406    0.3504E-09    0.3505E+02    0.1413E+02    0.2041E+02    Rayleigh
 127     16    20          75    0.1224E-09    0.3513E+02    0.1539E+02    0.1946E+02    Rayleigh
 255     16    20          16    0.1820E-09    0.3655E+02    0.1678E+02    0.1967E+02    Rayleigh
  15     32    20        2564    0.1642E-06    0.3501E+02    0.1351E+02    0.2047E+02    Rayleigh
  31     32    20         668    0.6107E-08    0.3502E+02    0.1465E+02    0.1958E+02    Rayleigh
  63     32    20         108    0.9432E-10    0.3510E+02    0.1677E+02    0.1771E+02    Rayleigh
 127     32    20          29    0.5174E-10    0.3557E+02    0.1506E+02    0.2036E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.5585E+02    0.2561E+02    0.3014E+02    Rayleigh
  15      2    20      113870    0.7291E-05    0.3500E+02    0.1686E+02    0.1741E+02    Rayleigh
  31      2    20       30784    0.2814E-06    0.3500E+02    0.1543E+02    0.1898E+02    Rayleigh
  63      2    20        1641    0.1417E-08    0.3500E+02    0.1229E+02    0.2171E+02    Rayleigh
 127      2    20         522    0.8618E-09    0.3505E+02    0.1199E+02    0.2270E+02    Rayleigh
 255      2    20          87    0.9914E-09    0.3520E+02    0.1477E+02    0.2020E+02    Rayleigh
 511      2    20          36    0.2578E-08    0.3571E+02    0.1537E+02    0.2029E+02    Rayleigh
  15     64    20        1068    0.6839E-07    0.3502E+02    0.1403E+02    0.1993E+02    Rayleigh
  31     64    20         264    0.2412E-08    0.3504E+02    0.1565E+02    0.1837E+02    Rayleigh
  63     64    20          44    0.3895E-10    0.3513E+02    0.1805E+02    0.1659E+02    Rayleigh
 127     64    20          14    0.2603E-10    0.3519E+02    0.1731E+02    0.1770E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1274E+03    0.6522E+02    0.6191E+02    Rayleigh
  15    128    20         320    0.2049E-07    0.3504E+02    0.1557E+02    0.1843E+02    Rayleigh
  31    128    20          46    0.4211E-09    0.3520E+02    0.1768E+02    0.1679E+02    Rayleigh
  63    128    20          17    0.1498E-10    0.3521E+02    0.1602E+02    0.1887E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7856E+02    0.4074E+02    0.3724E+02    Rayleigh
