#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       47662    0.3052E-05    0.3500E+02    0.1701E+02    0.1737E+02    Rayleigh
  31      4    20        4338    0.3966E-07    0.3500E+02    0.1384E+02    0.2040E+02    Rayleigh
  63      4    20         914    0.7897E-09    0.3501E+02    0.1179E+02    0.2257E+02    Rayleigh
 127      4    20         222    0.3626E-09    0.3509E+02    0.1307E+02    0.2178E+02    Rayleigh
 255      4    20          52    0.5884E-09    0.3510E+02    0.1509E+02    0.1983E+02    Rayleigh
 511      4    20          16    0.1155E-08    0.3547E+02    0.1602E+02    0.1940E+02    Rayleigh
  15      8    20       40583    0.2599E-05    0.3500E+02    0.1662E+02    0.1771E+02    Rayleigh
  31      8    20        2021    0.1847E-07    0.3500E+02    0.1476E+02    0.1911E+02    Rayleigh
  63      8    20         423    0.3648E-09    0.3502E+02    0.1574E+02    0.1847E+02    Rayleigh
 127      8    20         104    0.1686E-09    0.3520E+02    0.1385E+02    0.2100E+02    Rayleigh
 255      8    20          29    0.3267E-09    0.3573E+02    0.1599E+02    0.1959E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.5985E+02    0.2665E+02    0.3313E+02    Rayleigh
  15     16    20        7619    0.4878E-06    0.3500E+02    0.1539E+02    0.1894E+02    Rayleigh
  31     16    20         602    0.5505E-08    0.3501E+02    0.1525E+02    0.1869E+02    Rayleigh
  63     16    20         203    0.1751E-09    0.3507E+02    0.1811E+02    0.1614E+02    Rayleigh
 127     16    20          77    0.1248E-09    0.3510E+02    0.1501E+02    0.1978E+02    Rayleigh
 255     16    20          14    0.1598E-09    0.3526E+02    0.1486E+02    0.2032E+02    Rayleigh
  15     32    20        2379    0.1523E-06    0.3500E+02    0.1375E+02    0.2016E+02    Rayleigh
  31     32    20         425    0.3886E-08    0.3501E+02    0.1649E+02    0.1735E+02    Rayleigh
  63     32    20          94    0.8274E-10    0.3516E+02    0.1728E+02    0.1736E+02    Rayleigh
 127     32    20          31    0.5535E-10    0.3500E+02    0.1551E+02    0.1927E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.5306E+02    0.2428E+02    0.2869E+02    Rayleigh
  15      2    20      112854    0.7226E-05    0.3500E+02    0.1686E+02    0.1740E+02    Rayleigh
  31      2    20       30557    0.2793E-06    0.3500E+02    0.1537E+02    0.1901E+02    Rayleigh
  63      2    20        1559    0.1345E-08    0.3500E+02    0.1535E+02    0.1891E+02    Rayleigh
 127      2    20         303    0.4990E-09    0.3505E+02    0.1339E+02    0.2112E+02    Rayleigh
 255      2    20          89    0.1014E-08    0.3508E+02    0.1490E+02    0.1993E+02    Rayleigh
 511      2    20          35    0.2507E-08    0.3511E+02    0.1546E+02    0.1960E+02    Rayleigh
  15     64    20         862    0.5520E-07    0.3502E+02    0.1505E+02    0.1875E+02    Rayleigh
  31     64    20         229    0.2094E-08    0.3501E+02    0.1633E+02    0.1772E+02    Rayleigh
  63     64    20          33    0.2888E-10    0.3504E+02    0.1811E+02    0.1644E+02    Rayleigh
 127     64    20          10    0.1830E-10    0.3822E+02    0.1958E+02    0.1842E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1173E+03    0.5693E+02    0.6009E+02    Rayleigh
  15    128    20         301    0.1928E-07    0.3501E+02    0.1570E+02    0.1828E+02    Rayleigh
  31    128    20          63    0.5762E-09    0.3526E+02    0.1778E+02    0.1659E+02    Rayleigh
  63    128    20          21    0.1868E-10    0.3555E+02    0.1827E+02    0.1675E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7864E+02    0.4109E+02    0.3723E+02    Rayleigh
