#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       57170    0.3661E-05    0.3500E+02    0.1662E+02    0.1774E+02    Rayleigh
  31      4    20        5037    0.4605E-07    0.3500E+02    0.1408E+02    0.2015E+02    Rayleigh
  63      4    20         920    0.7948E-09    0.3502E+02    0.1216E+02    0.2220E+02    Rayleigh
 127      4    20         168    0.2736E-09    0.3505E+02    0.1347E+02    0.2124E+02    Rayleigh
 255      4    20          55    0.6242E-09    0.3530E+02    0.1741E+02    0.1769E+02    Rayleigh
 511      4    20          15    0.1083E-08    0.3511E+02    0.1605E+02    0.1901E+02    Rayleigh
  15      8    20       39980    0.2560E-05    0.3500E+02    0.1605E+02    0.1826E+02    Rayleigh
  31      8    20        1846    0.1688E-07    0.3500E+02    0.1492E+02    0.1899E+02    Rayleigh
  63      8    20         471    0.4067E-09    0.3502E+02    0.1250E+02    0.2181E+02    Rayleigh
 127      8    20         107    0.1737E-09    0.3518E+02    0.1390E+02    0.2093E+02    Rayleigh
 255      8    20          25    0.2812E-09    0.3537E+02    0.1571E+02    0.1954E+02    Rayleigh
 511      8    20          10    0.7212E-09    0.5995E+02    0.2697E+02    0.3291E+02    Rayleigh
  15     16    20        3518    0.2253E-06    0.3500E+02    0.1544E+02    0.1859E+02    Rayleigh
  31     16    20         747    0.6829E-08    0.3502E+02    0.1673E+02    0.1716E+02    Rayleigh
  63     16    20         263    0.2256E-09    0.3502E+02    0.1232E+02    0.2213E+02    Rayleigh
 127     16    20          80    0.1292E-09    0.3528E+02    0.1544E+02    0.1955E+02    Rayleigh
 255     16    20          18    0.2037E-09    0.3586E+02    0.1514E+02    0.2060E+02    Rayleigh
  15     32    20        1615    0.1034E-06    0.3500E+02    0.1529E+02    0.1848E+02    Rayleigh
  31     32    20         597    0.5459E-08    0.3504E+02    0.1235E+02    0.2168E+02    Rayleigh
  63     32    20         105    0.9174E-10    0.3503E+02    0.1568E+02    0.1880E+02    Rayleigh
 127     32    20          19    0.3240E-10    0.3502E+02    0.1746E+02    0.1735E+02    Rayleigh
 255     32    20          10    0.1196E-09    0.4011E+02    0.1931E+02    0.2071E+02    Rayleigh
  15      2    20       96206    0.6160E-05    0.3500E+02    0.1697E+02    0.1729E+02    Rayleigh
  31      2    20       31334    0.2864E-06    0.3500E+02    0.1551E+02    0.1880E+02    Rayleigh
  63      2    20        1185    0.1023E-08    0.3501E+02    0.1215E+02    0.2185E+02    Rayleigh
 127      2    20         394    0.6511E-09    0.3500E+02    0.1342E+02    0.2103E+02    Rayleigh
 255      2    20         113    0.1288E-08    0.3512E+02    0.1677E+02    0.1804E+02    Rayleigh
 511      2    20          31    0.2222E-08    0.3540E+02    0.1594E+02    0.1938E+02    Rayleigh
  15     64    20         998    0.6390E-07    0.3501E+02    0.1499E+02    0.1880E+02    Rayleigh
  31     64    20         294    0.2687E-08    0.3504E+02    0.1413E+02    0.1993E+02    Rayleigh
  63     64    20          33    0.2888E-10    0.3513E+02    0.1787E+02    0.1683E+02    Rayleigh
 127     64    20          10    0.1830E-10    0.3852E+02    0.2019E+02    0.1814E+02    Rayleigh
 255     64    20          10    0.1141E-09    0.1073E+03    0.5313E+02    0.5387E+02    Rayleigh
  15    128    20         400    0.2561E-07    0.3503E+02    0.1517E+02    0.1852E+02    Rayleigh
  31    128    20          46    0.4211E-09    0.3529E+02    0.1786E+02    0.1667E+02    Rayleigh
  63    128    20          15    0.1339E-10    0.3535E+02    0.1846E+02    0.1654E+02    Rayleigh
 127    128    20          10    0.1757E-10    0.7865E+02    0.4065E+02    0.3763E+02    Rayleigh
