#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       59126    0.9332E-07    0.3500E+02    0.1424E+02    0.2025E+02    SHTns
  31      4    20       12774    0.2119E-07    0.3500E+02    0.1337E+02    0.2122E+02    SHTns
  63      4    20        2520    0.7969E-08    0.3501E+02    0.1403E+02    0.2065E+02    SHTns
 127      4    20         282    0.8647E-09    0.3504E+02    0.1274E+02    0.2220E+02    SHTns
 255      4    20          46    0.1256E-09    0.3545E+02    0.1277E+02    0.2265E+02    SHTns
 511      4    20          10    0.9620E-10    0.5241E+02    0.1856E+02    0.3384E+02    SHTns
  15      8    20       38318    0.6047E-07    0.3500E+02    0.1223E+02    0.2218E+02    SHTns
  31      8    20        6860    0.1139E-07    0.3500E+02    0.1387E+02    0.2039E+02    SHTns
  63      8    20        1282    0.4056E-08    0.3501E+02    0.1409E+02    0.2054E+02    SHTns
 127      8    20         203    0.6226E-09    0.3512E+02    0.1303E+02    0.2195E+02    SHTns
 255      8    20          31    0.8443E-10    0.3591E+02    0.1317E+02    0.2270E+02    SHTns
 511      8    20          10    0.9620E-10    0.8921E+02    0.3200E+02    0.5719E+02    SHTns
  15     16    20       18273    0.2885E-07    0.3500E+02    0.1259E+02    0.2163E+02    SHTns
  31     16    20        3410    0.5663E-08    0.3500E+02    0.1342E+02    0.2058E+02    SHTns
  63     16    20         484    0.1527E-08    0.3504E+02    0.1367E+02    0.2105E+02    SHTns
 127     16    20         102    0.3131E-09    0.3525E+02    0.1312E+02    0.2201E+02    SHTns
 255     16    20          11    0.2962E-10    0.3598E+02    0.1371E+02    0.2225E+02    SHTns
 511     16    20          10    0.9620E-10    0.1648E+03    0.6117E+02    0.1036E+03    SHTns
  15     32    20        8553    0.1350E-07    0.3500E+02    0.1246E+02    0.2124E+02    SHTns
  31     32    20        1642    0.2738E-08    0.3500E+02    0.1330E+02    0.2034E+02    SHTns
  63     32    20         278    0.8789E-09    0.3508E+02    0.1376E+02    0.2099E+02    SHTns
 127     32    20          51    0.1570E-09    0.3522E+02    0.1316E+02    0.2195E+02    SHTns
 255     32    20          10    0.2697E-10    0.6793E+02    0.2557E+02    0.4231E+02    SHTns
  15      2    20      125733    0.1985E-06    0.3500E+02    0.1416E+02    0.2020E+02    SHTns
  31      2    20       15761    0.2616E-07    0.3500E+02    0.1284E+02    0.2182E+02    SHTns
  63      2    20        4101    0.1296E-07    0.3500E+02    0.1342E+02    0.2109E+02    SHTns
 127      2    20         764    0.2337E-08    0.3503E+02    0.1294E+02    0.2192E+02    SHTns
 255      2    20         112    0.3044E-09    0.3525E+02    0.1301E+02    0.2216E+02    SHTns
 511      2    20          16    0.1535E-09    0.3714E+02    0.1359E+02    0.2354E+02    SHTns
  15     64    20        3247    0.5126E-08    0.3500E+02    0.1342E+02    0.1851E+02    SHTns
  31     64    20         865    0.1433E-08    0.3501E+02    0.1352E+02    0.2062E+02    SHTns
  63     64    20         108    0.3424E-09    0.3515E+02    0.1364E+02    0.2125E+02    SHTns
 127     64    20          17    0.5275E-10    0.3534E+02    0.1350E+02    0.2176E+02    SHTns
 255     64    20          10    0.2716E-10    0.9062E+02    0.3630E+02    0.5424E+02    SHTns
  15    128    20         987    0.1560E-08    0.3502E+02    0.1446E+02    0.1753E+02    SHTns
  31    128    20         355    0.5921E-09    0.3502E+02    0.1412E+02    0.1860E+02    SHTns
  63    128    20          83    0.2632E-09    0.3534E+02    0.1419E+02    0.2085E+02    SHTns
 127    128    20          12    0.3712E-10    0.3534E+02    0.1389E+02    0.2133E+02    SHTns
