#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       50226    0.7928E-07    0.3500E+02    0.1418E+02    0.2036E+02    SHTns
  31      4    20       12737    0.2113E-07    0.3500E+02    0.1339E+02    0.2121E+02    SHTns
  63      4    20        2253    0.7124E-08    0.3500E+02    0.1392E+02    0.2075E+02    SHTns
 127      4    20         317    0.9717E-09    0.3507E+02    0.1294E+02    0.2201E+02    SHTns
 255      4    20          40    0.1091E-09    0.3540E+02    0.1320E+02    0.2217E+02    SHTns
 511      4    20          10    0.9620E-10    0.5669E+02    0.2180E+02    0.3488E+02    SHTns
  15      8    20       23988    0.3786E-07    0.3500E+02    0.1416E+02    0.2043E+02    SHTns
  31      8    20        6541    0.1086E-07    0.3500E+02    0.1386E+02    0.2035E+02    SHTns
  63      8    20        1280    0.4050E-08    0.3501E+02    0.1408E+02    0.2054E+02    SHTns
 127      8    20         127    0.3900E-09    0.3510E+02    0.1260E+02    0.2241E+02    SHTns
 255      8    20          28    0.7616E-10    0.3544E+02    0.1308E+02    0.2231E+02    SHTns
 511      8    20          10    0.9620E-10    0.8239E+02    0.3055E+02    0.5182E+02    SHTns
  15     16    20       18241    0.2880E-07    0.3500E+02    0.1255E+02    0.2167E+02    SHTns
  31     16    20        3409    0.5661E-08    0.3501E+02    0.1342E+02    0.2057E+02    SHTns
  63     16    20         547    0.1725E-08    0.3501E+02    0.1377E+02    0.2088E+02    SHTns
 127     16    20          96    0.2952E-09    0.3510E+02    0.1300E+02    0.2197E+02    SHTns
 255     16    20          12    0.3223E-10    0.3685E+02    0.1343E+02    0.2339E+02    SHTns
 511     16    20          10    0.9620E-10    0.1611E+03    0.6572E+02    0.9533E+02    SHTns
  15     32    20        6065    0.9576E-08    0.3500E+02    0.1432E+02    0.1869E+02    SHTns
  31     32    20        1639    0.2733E-08    0.3500E+02    0.1336E+02    0.2033E+02    SHTns
  63     32    20         256    0.8095E-09    0.3504E+02    0.1376E+02    0.2097E+02    SHTns
 127     32    20          48    0.1478E-09    0.3532E+02    0.1311E+02    0.2209E+02    SHTns
 255     32    20          10    0.2697E-10    0.6248E+02    0.2343E+02    0.3900E+02    SHTns
  15      2    20       69852    0.1103E-06    0.3500E+02    0.1392E+02    0.2056E+02    SHTns
  31      2    20       27510    0.4560E-07    0.3500E+02    0.1307E+02    0.2153E+02    SHTns
  63      2    20        4480    0.1416E-07    0.3500E+02    0.1352E+02    0.2098E+02    SHTns
 127      2    20         536    0.1639E-08    0.3502E+02    0.1270E+02    0.2218E+02    SHTns
 255      2    20          76    0.2064E-09    0.3549E+02    0.1335E+02    0.2210E+02    SHTns
 511      2    20          14    0.1344E-09    0.3621E+02    0.1401E+02    0.2219E+02    SHTns
  15     64    20        3523    0.5562E-08    0.3501E+02    0.1252E+02    0.2106E+02    SHTns
  31     64    20         701    0.1162E-08    0.3502E+02    0.1327E+02    0.2071E+02    SHTns
  63     64    20          95    0.3014E-09    0.3504E+02    0.1339E+02    0.2139E+02    SHTns
 127     64    20          21    0.6466E-10    0.3639E+02    0.1325E+02    0.2306E+02    SHTns
 255     64    20          10    0.2716E-10    0.9381E+02    0.3806E+02    0.5564E+02    SHTns
  15    128    20        1171    0.1848E-08    0.3501E+02    0.1452E+02    0.1720E+02    SHTns
  31    128    20         340    0.5680E-09    0.3505E+02    0.1380E+02    0.1909E+02    SHTns
  63    128    20          62    0.1966E-09    0.3504E+02    0.1214E+02    0.2253E+02    SHTns
 127    128    20          10    0.3099E-10    0.3608E+02    0.1210E+02    0.2389E+02    SHTns
