#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       68943    0.1088E-06    0.3500E+02    0.1430E+02    0.2014E+02    SHTns
  31      4    20       14144    0.2347E-07    0.3500E+02    0.1328E+02    0.2140E+02    SHTns
  63      4    20        2604    0.8235E-08    0.3501E+02    0.1334E+02    0.2134E+02    SHTns
 127      4    20         317    0.9717E-09    0.3509E+02    0.1288E+02    0.2210E+02    SHTns
 255      4    20          56    0.1529E-09    0.3536E+02    0.1378E+02    0.2153E+02    SHTns
 511      4    20          10    0.9620E-10    0.5093E+02    0.2080E+02    0.3011E+02    SHTns
  15      8    20       29207    0.4610E-07    0.3500E+02    0.1424E+02    0.2030E+02    SHTns
  31      8    20        6699    0.1112E-07    0.3500E+02    0.1355E+02    0.2069E+02    SHTns
  63      8    20         921    0.2910E-08    0.3502E+02    0.1189E+02    0.2280E+02    SHTns
 127      8    20         203    0.6226E-09    0.3513E+02    0.1306E+02    0.2193E+02    SHTns
 255      8    20          30    0.8162E-10    0.3529E+02    0.1316E+02    0.2209E+02    SHTns
 511      8    20          10    0.9620E-10    0.8736E+02    0.3140E+02    0.5593E+02    SHTns
  15     16    20       16517    0.2608E-07    0.3500E+02    0.1455E+02    0.1971E+02    SHTns
  31     16    20        2932    0.4862E-08    0.3501E+02    0.1336E+02    0.2046E+02    SHTns
  63     16    20         651    0.2054E-08    0.3505E+02    0.1401E+02    0.2065E+02    SHTns
 127     16    20         102    0.3131E-09    0.3524E+02    0.1309E+02    0.2203E+02    SHTns
 255     16    20          16    0.4358E-10    0.3714E+02    0.1368E+02    0.2342E+02    SHTns
 511     16    20          10    0.9620E-10    0.1648E+03    0.6117E+02    0.1036E+03    SHTns
  15     32    20        6277    0.9912E-08    0.3500E+02    0.1294E+02    0.1994E+02    SHTns
  31     32    20        1731    0.2886E-08    0.3500E+02    0.1331E+02    0.2079E+02    SHTns
  63     32    20         219    0.6924E-09    0.3510E+02    0.1357E+02    0.2126E+02    SHTns
 127     32    20          53    0.1629E-09    0.3509E+02    0.1396E+02    0.2100E+02    SHTns
 255     32    20          10    0.2697E-10    0.5458E+02    0.2077E+02    0.3375E+02    SHTns
  15      2    20       69542    0.1098E-06    0.3500E+02    0.1389E+02    0.2056E+02    SHTns
  31      2    20       15625    0.2593E-07    0.3500E+02    0.1276E+02    0.2191E+02    SHTns
  63      2    20        3697    0.1168E-07    0.3500E+02    0.1338E+02    0.2114E+02    SHTns
 127      2    20         566    0.1730E-08    0.3503E+02    0.1277E+02    0.2210E+02    SHTns
 255      2    20          81    0.2202E-09    0.3515E+02    0.1270E+02    0.2239E+02    SHTns
 511      2    20          15    0.1440E-09    0.3653E+02    0.1397E+02    0.2254E+02    SHTns
  15     64    20        3996    0.6308E-08    0.3500E+02    0.1248E+02    0.2097E+02    SHTns
  31     64    20         793    0.1315E-08    0.3503E+02    0.1337E+02    0.2036E+02    SHTns
  63     64    20         164    0.5180E-09    0.3507E+02    0.1400E+02    0.2074E+02    SHTns
 127     64    20          25    0.7697E-10    0.3515E+02    0.1378E+02    0.2123E+02    SHTns
 255     64    20          10    0.2716E-10    0.8781E+02    0.3464E+02    0.5309E+02    SHTns
  15    128    20        1210    0.1910E-08    0.3501E+02    0.1468E+02    0.1703E+02    SHTns
  31    128    20         338    0.5645E-09    0.3508E+02    0.1368E+02    0.1910E+02    SHTns
  63    128    20          82    0.2599E-09    0.3503E+02    0.1399E+02    0.2073E+02    SHTns
 127    128    20          13    0.4027E-10    0.3655E+02    0.1427E+02    0.2217E+02    SHTns
