#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       48478    0.7651E-07    0.3500E+02    0.1417E+02    0.2038E+02    SHTns
  31      4    20       14606    0.2423E-07    0.3500E+02    0.1327E+02    0.2140E+02    SHTns
  63      4    20        2493    0.7884E-08    0.3501E+02    0.1403E+02    0.2063E+02    SHTns
 127      4    20         328    0.1006E-08    0.3505E+02    0.1290E+02    0.2204E+02    SHTns
 255      4    20          61    0.1655E-09    0.3533E+02    0.1293E+02    0.2237E+02    SHTns
 511      4    20          10    0.9620E-10    0.5158E+02    0.1863E+02    0.3294E+02    SHTns
  15      8    20       38340    0.6050E-07    0.3500E+02    0.1222E+02    0.2220E+02    SHTns
  31      8    20        6611    0.1098E-07    0.3500E+02    0.1352E+02    0.2073E+02    SHTns
  63      8    20        1030    0.3256E-08    0.3502E+02    0.1402E+02    0.2056E+02    SHTns
 127      8    20         189    0.5793E-09    0.3505E+02    0.1381E+02    0.2107E+02    SHTns
 255      8    20          22    0.5977E-10    0.3587E+02    0.1272E+02    0.2312E+02    SHTns
 511      8    20          10    0.9620E-10    0.8372E+02    0.3103E+02    0.5266E+02    SHTns
  15     16    20       18602    0.2937E-07    0.3500E+02    0.1257E+02    0.2172E+02    SHTns
  31     16    20        3411    0.5664E-08    0.3500E+02    0.1340E+02    0.2058E+02    SHTns
  63     16    20         472    0.1489E-08    0.3507E+02    0.1364E+02    0.2111E+02    SHTns
 127     16    20          99    0.3042E-09    0.3502E+02    0.1321E+02    0.2166E+02    SHTns
 255     16    20          13    0.3509E-10    0.3572E+02    0.1328E+02    0.2241E+02    SHTns
 511     16    20          10    0.9620E-10    0.1595E+03    0.5762E+02    0.1019E+03    SHTns
  15     32    20        6227    0.9834E-08    0.3500E+02    0.1297E+02    0.1987E+02    SHTns
  31     32    20        1732    0.2888E-08    0.3502E+02    0.1330E+02    0.2080E+02    SHTns
  63     32    20         339    0.1069E-08    0.3506E+02    0.1327E+02    0.2143E+02    SHTns
 127     32    20          51    0.1570E-09    0.3522E+02    0.1316E+02    0.2195E+02    SHTns
 255     32    20          10    0.2697E-10    0.6778E+02    0.2267E+02    0.4506E+02    SHTns
  15      2    20      101027    0.1595E-06    0.3500E+02    0.1405E+02    0.2035E+02    SHTns
  31      2    20       17321    0.2874E-07    0.3500E+02    0.1281E+02    0.2185E+02    SHTns
  63      2    20        4455    0.1408E-07    0.3500E+02    0.1350E+02    0.2100E+02    SHTns
 127      2    20         551    0.1685E-08    0.3506E+02    0.1310E+02    0.2181E+02    SHTns
 255      2    20          82    0.2228E-09    0.3502E+02    0.1264E+02    0.2233E+02    SHTns
 511      2    20          13    0.1249E-09    0.3581E+02    0.1321E+02    0.2259E+02    SHTns
  15     64    20        3495    0.5518E-08    0.3500E+02    0.1250E+02    0.2106E+02    SHTns
  31     64    20         842    0.1395E-08    0.3502E+02    0.1338E+02    0.2047E+02    SHTns
  63     64    20         161    0.5085E-09    0.3519E+02    0.1405E+02    0.2070E+02    SHTns
 127     64    20          26    0.8008E-10    0.3593E+02    0.1351E+02    0.2232E+02    SHTns
 255     64    20          10    0.2716E-10    0.9950E+02    0.3735E+02    0.6206E+02    SHTns
  15    128    20         996    0.1574E-08    0.3501E+02    0.1404E+02    0.1798E+02    SHTns
  31    128    20         320    0.5339E-09    0.3501E+02    0.1401E+02    0.1891E+02    SHTns
  63    128    20          66    0.2094E-09    0.3511E+02    0.1417E+02    0.2059E+02    SHTns
 127    128    20          13    0.4027E-10    0.3610E+02    0.1365E+02    0.2235E+02    SHTns
