#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       56703    0.8950E-07    0.3500E+02    0.1422E+02    0.2028E+02    SHTns
  31      4    20       14599    0.2422E-07    0.3500E+02    0.1325E+02    0.2143E+02    SHTns
  63      4    20        2267    0.7168E-08    0.3501E+02    0.1395E+02    0.2073E+02    SHTns
 127      4    20         346    0.1061E-08    0.3503E+02    0.1313E+02    0.2178E+02    SHTns
 255      4    20          61    0.1655E-09    0.3540E+02    0.1297E+02    0.2239E+02    SHTns
 511      4    20          10    0.9620E-10    0.5725E+02    0.2190E+02    0.3533E+02    SHTns
  15      8    20       38309    0.6045E-07    0.3500E+02    0.1220E+02    0.2221E+02    SHTns
  31      8    20        6696    0.1112E-07    0.3500E+02    0.1354E+02    0.2072E+02    SHTns
  63      8    20        1279    0.4047E-08    0.3502E+02    0.1408E+02    0.2056E+02    SHTns
 127      8    20         183    0.5607E-09    0.3515E+02    0.1298E+02    0.2206E+02    SHTns
 255      8    20          22    0.5977E-10    0.3549E+02    0.1293E+02    0.2253E+02    SHTns
 511      8    20          10    0.9620E-10    0.8860E+02    0.3307E+02    0.5550E+02    SHTns
  15     16    20       14155    0.2235E-07    0.3500E+02    0.1445E+02    0.1985E+02    SHTns
  31     16    20        3289    0.5461E-08    0.3500E+02    0.1343E+02    0.2025E+02    SHTns
  63     16    20         636    0.2007E-08    0.3503E+02    0.1413E+02    0.2053E+02    SHTns
 127     16    20         100    0.3072E-09    0.3511E+02    0.1304E+02    0.2194E+02    SHTns
 255     16    20          12    0.3223E-10    0.3637E+02    0.1273E+02    0.2361E+02    SHTns
 511     16    20          10    0.9620E-10    0.1829E+03    0.6644E+02    0.1165E+03    SHTns
  15     32    20        8560    0.1351E-07    0.3500E+02    0.1246E+02    0.2124E+02    SHTns
  31     32    20        1732    0.2888E-08    0.3502E+02    0.1332E+02    0.2080E+02    SHTns
  63     32    20         328    0.1034E-08    0.3503E+02    0.1395E+02    0.2072E+02    SHTns
 127     32    20          35    0.1079E-09    0.3590E+02    0.1304E+02    0.2278E+02    SHTns
 255     32    20          10    0.2697E-10    0.6227E+02    0.2539E+02    0.3684E+02    SHTns
  15      2    20      152073    0.2400E-06    0.3500E+02    0.1215E+02    0.2213E+02    SHTns
  31      2    20       15933    0.2644E-07    0.3500E+02    0.1307E+02    0.2162E+02    SHTns
  63      2    20        5196    0.1642E-07    0.3500E+02    0.1304E+02    0.2166E+02    SHTns
 127      2    20         802    0.2453E-08    0.3500E+02    0.1303E+02    0.2182E+02    SHTns
 255      2    20          71    0.1927E-09    0.3506E+02    0.1266E+02    0.2235E+02    SHTns
 511      2    20          17    0.1631E-09    0.3506E+02    0.1286E+02    0.2217E+02    SHTns
  15     64    20        3091    0.4878E-08    0.3500E+02    0.1448E+02    0.1757E+02    SHTns
  31     64    20         872    0.1444E-08    0.3504E+02    0.1334E+02    0.2081E+02    SHTns
  63     64    20         107    0.3393E-09    0.3505E+02    0.1362E+02    0.2115E+02    SHTns
 127     64    20          22    0.6764E-10    0.3553E+02    0.1396E+02    0.2146E+02    SHTns
 255     64    20          10    0.2716E-10    0.9892E+02    0.3753E+02    0.6131E+02    SHTns
  15    128    20         858    0.1357E-08    0.3502E+02    0.1397E+02    0.1802E+02    SHTns
  31    128    20         252    0.4212E-09    0.3507E+02    0.1359E+02    0.1985E+02    SHTns
  63    128    20          76    0.2411E-09    0.3528E+02    0.1403E+02    0.2096E+02    SHTns
 127    128    20          10    0.3099E-10    0.3635E+02    0.1353E+02    0.2274E+02    SHTns
