#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       39960    0.6306E-07    0.3500E+02    0.1416E+02    0.2045E+02    SHTns
  31      4    20       14566    0.2416E-07    0.3500E+02    0.1331E+02    0.2136E+02    SHTns
  63      4    20        1975    0.6247E-08    0.3501E+02    0.1202E+02    0.2266E+02    SHTns
 127      4    20         324    0.9934E-09    0.3504E+02    0.1291E+02    0.2202E+02    SHTns
 255      4    20          62    0.1682E-09    0.3533E+02    0.1382E+02    0.2147E+02    SHTns
 511      4    20          10    0.9620E-10    0.5065E+02    0.1912E+02    0.3151E+02    SHTns
  15      8    20       30138    0.4757E-07    0.3500E+02    0.1424E+02    0.2028E+02    SHTns
  31      8    20        5622    0.9339E-08    0.3500E+02    0.1375E+02    0.2048E+02    SHTns
  63      8    20        1147    0.3628E-08    0.3502E+02    0.1414E+02    0.2038E+02    SHTns
 127      8    20         191    0.5856E-09    0.3505E+02    0.1300E+02    0.2193E+02    SHTns
 255      8    20          31    0.8443E-10    0.3594E+02    0.1319E+02    0.2271E+02    SHTns
 511      8    20          10    0.9620E-10    0.8243E+02    0.3058E+02    0.5183E+02    SHTns
  15     16    20       18674    0.2948E-07    0.3500E+02    0.1249E+02    0.2179E+02    SHTns
  31     16    20        3416    0.5673E-08    0.3500E+02    0.1340E+02    0.2058E+02    SHTns
  63     16    20         593    0.1871E-08    0.3504E+02    0.1386E+02    0.2080E+02    SHTns
 127     16    20          99    0.3042E-09    0.3522E+02    0.1372E+02    0.2138E+02    SHTns
 255     16    20          15    0.4078E-10    0.3512E+02    0.1411E+02    0.2098E+02    SHTns
 511     16    20          10    0.9620E-10    0.1633E+03    0.6135E+02    0.1019E+03    SHTns
  15     32    20        7015    0.1108E-07    0.3500E+02    0.1295E+02    0.1984E+02    SHTns
  31     32    20        1246    0.2075E-08    0.3500E+02    0.1327E+02    0.2066E+02    SHTns
  63     32    20         327    0.1031E-08    0.3507E+02    0.1398E+02    0.2073E+02    SHTns
 127     32    20          51    0.1570E-09    0.3525E+02    0.1318E+02    0.2196E+02    SHTns
 255     32    20          10    0.2697E-10    0.6344E+02    0.2529E+02    0.3810E+02    SHTns
  15      2    20      119072    0.1880E-06    0.3500E+02    0.1413E+02    0.2023E+02    SHTns
  31      2    20       15482    0.2569E-07    0.3500E+02    0.1272E+02    0.2194E+02    SHTns
  63      2    20        4583    0.1449E-07    0.3500E+02    0.1353E+02    0.2101E+02    SHTns
 127      2    20         623    0.1904E-08    0.3504E+02    0.1279E+02    0.2209E+02    SHTns
 255      2    20          88    0.2391E-09    0.3515E+02    0.1297E+02    0.2212E+02    SHTns
 511      2    20          14    0.1344E-09    0.3519E+02    0.1298E+02    0.2219E+02    SHTns
  15     64    20        2885    0.4553E-08    0.3500E+02    0.1375E+02    0.1854E+02    SHTns
  31     64    20         872    0.1444E-08    0.3503E+02    0.1331E+02    0.2084E+02    SHTns
  63     64    20         164    0.5180E-09    0.3510E+02    0.1396E+02    0.2082E+02    SHTns
 127     64    20          26    0.8008E-10    0.3599E+02    0.1358E+02    0.2231E+02    SHTns
 255     64    20          10    0.2716E-10    0.9982E+02    0.3886E+02    0.6086E+02    SHTns
  15    128    20         858    0.1357E-08    0.3501E+02    0.1399E+02    0.1800E+02    SHTns
  31    128    20         317    0.5291E-09    0.3507E+02    0.1376E+02    0.1922E+02    SHTns
  63    128    20          64    0.2030E-09    0.3524E+02    0.1419E+02    0.2060E+02    SHTns
 127    128    20          13    0.4027E-10    0.3607E+02    0.1362E+02    0.2236E+02    SHTns
