#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       35016    0.5526E-07    0.3500E+02    0.1405E+02    0.2053E+02    SHTns
  31      4    20       13344    0.2214E-07    0.3500E+02    0.1343E+02    0.2115E+02    SHTns
  63      4    20        2529    0.7996E-08    0.3501E+02    0.1404E+02    0.2064E+02    SHTns
 127      4    20         331    0.1015E-08    0.3504E+02    0.1289E+02    0.2203E+02    SHTns
 255      4    20          54    0.1474E-09    0.3517E+02    0.1281E+02    0.2233E+02    SHTns
 511      4    20          10    0.9620E-10    0.4708E+02    0.1796E+02    0.2910E+02    SHTns
  15      8    20       38303    0.6044E-07    0.3500E+02    0.1221E+02    0.2220E+02    SHTns
  31      8    20        6432    0.1068E-07    0.3500E+02    0.1349E+02    0.2061E+02    SHTns
  63      8    20        1160    0.3669E-08    0.3502E+02    0.1404E+02    0.2057E+02    SHTns
 127      8    20         170    0.5210E-09    0.3508E+02    0.1287E+02    0.2210E+02    SHTns
 255      8    20          31    0.8443E-10    0.3592E+02    0.1317E+02    0.2271E+02    SHTns
 511      8    20          10    0.9620E-10    0.8650E+02    0.3529E+02    0.5118E+02    SHTns
  15     16    20       15055    0.2377E-07    0.3500E+02    0.1460E+02    0.1981E+02    SHTns
  31     16    20        3413    0.5668E-08    0.3500E+02    0.1341E+02    0.2058E+02    SHTns
  63     16    20         541    0.1706E-08    0.3501E+02    0.1375E+02    0.2090E+02    SHTns
 127     16    20         101    0.3102E-09    0.3517E+02    0.1309E+02    0.2194E+02    SHTns
 255     16    20          14    0.3796E-10    0.3518E+02    0.1326E+02    0.2188E+02    SHTns
 511     16    20          10    0.9620E-10    0.1649E+03    0.6119E+02    0.1037E+03    SHTns
  15     32    20        8566    0.1352E-07    0.3500E+02    0.1246E+02    0.2125E+02    SHTns
  31     32    20        1629    0.2717E-08    0.3502E+02    0.1333E+02    0.2033E+02    SHTns
  63     32    20         216    0.6833E-09    0.3506E+02    0.1352E+02    0.2127E+02    SHTns
 127     32    20          47    0.1447E-09    0.3513E+02    0.1304E+02    0.2198E+02    SHTns
 255     32    20          10    0.2697E-10    0.5322E+02    0.2082E+02    0.3234E+02    SHTns
  15      2    20      117124    0.1849E-06    0.3500E+02    0.1412E+02    0.2024E+02    SHTns
  31      2    20       21553    0.3575E-07    0.3500E+02    0.1286E+02    0.2174E+02    SHTns
  63      2    20        4021    0.1271E-07    0.3500E+02    0.1349E+02    0.2103E+02    SHTns
 127      2    20         559    0.1709E-08    0.3503E+02    0.1275E+02    0.2213E+02    SHTns
 255      2    20         122    0.3315E-09    0.3516E+02    0.1259E+02    0.2251E+02    SHTns
 511      2    20          13    0.1249E-09    0.3510E+02    0.1277E+02    0.2232E+02    SHTns
  15     64    20        3077    0.4856E-08    0.3500E+02    0.1445E+02    0.1759E+02    SHTns
  31     64    20         595    0.9865E-09    0.3502E+02    0.1318E+02    0.2093E+02    SHTns
  63     64    20         164    0.5180E-09    0.3506E+02    0.1398E+02    0.2074E+02    SHTns
 127     64    20          15    0.4637E-10    0.3593E+02    0.1347E+02    0.2239E+02    SHTns
 255     64    20          10    0.2716E-10    0.9017E+02    0.3539E+02    0.5470E+02    SHTns
  15    128    20        1237    0.1952E-08    0.3500E+02    0.1445E+02    0.1746E+02    SHTns
  31    128    20         324    0.5406E-09    0.3504E+02    0.1338E+02    0.1959E+02    SHTns
  63    128    20          68    0.2158E-09    0.3521E+02    0.1416E+02    0.2057E+02    SHTns
 127    128    20          10    0.3099E-10    0.3567E+02    0.1364E+02    0.2194E+02    SHTns
