#
# l_max    Nr    Nfields    Nloops    MaxError    TotalTime    ToPhysTime    ToSpecTime    Rayleigh/SHTns
#----------------------------------------------------------------------------------------------
  15      4    20       35016    0.5526E-07    0.3500E+02    0.1405E+02    0.2053E+02    SHTns
  31      4    20       13413    0.2226E-07    0.3500E+02    0.1344E+02    0.2118E+02    SHTns
  63      4    20        2532    0.8006E-08    0.3500E+02    0.1405E+02    0.2064E+02    SHTns
 127      4    20         359    0.1101E-08    0.3503E+02    0.1292E+02    0.2202E+02    SHTns
 255      4    20          55    0.1502E-09    0.3555E+02    0.1313E+02    0.2239E+02    SHTns
 511      4    20          10    0.9620E-10    0.4930E+02    0.1679E+02    0.3250E+02    SHTns
  15      8    20       38285    0.6041E-07    0.3500E+02    0.1222E+02    0.2218E+02    SHTns
  31      8    20        6703    0.1113E-07    0.3500E+02    0.1354E+02    0.2073E+02    SHTns
  63      8    20        1010    0.3192E-08    0.3500E+02    0.1383E+02    0.2081E+02    SHTns
 127      8    20         185    0.5667E-09    0.3504E+02    0.1292E+02    0.2200E+02    SHTns
 255      8    20          25    0.6778E-10    0.3526E+02    0.1248E+02    0.2275E+02    SHTns
 511      8    20          10    0.9620E-10    0.9336E+02    0.3453E+02    0.5881E+02    SHTns
  15     16    20       15889    0.2509E-07    0.3500E+02    0.1265E+02    0.2161E+02    SHTns
  31     16    20        2595    0.4309E-08    0.3500E+02    0.1328E+02    0.2071E+02    SHTns
  63     16    20         649    0.2048E-08    0.3501E+02    0.1401E+02    0.2061E+02    SHTns
 127     16    20         102    0.3131E-09    0.3524E+02    0.1309E+02    0.2202E+02    SHTns
 255     16    20          15    0.4078E-10    0.3639E+02    0.1332E+02    0.2302E+02    SHTns
 511     16    20          10    0.9620E-10    0.1649E+03    0.6121E+02    0.1036E+03    SHTns
  15     32    20        6341    0.1001E-07    0.3500E+02    0.1216E+02    0.2082E+02    SHTns
  31     32    20        1733    0.2889E-08    0.3501E+02    0.1328E+02    0.2079E+02    SHTns
  63     32    20         276    0.8726E-09    0.3509E+02    0.1384E+02    0.2093E+02    SHTns
 127     32    20          51    0.1570E-09    0.3534E+02    0.1320E+02    0.2203E+02    SHTns
 255     32    20          10    0.2697E-10    0.4658E+02    0.1731E+02    0.2922E+02    SHTns
  15      2    20       69723    0.1101E-06    0.3500E+02    0.1392E+02    0.2055E+02    SHTns
  31      2    20       30068    0.4984E-07    0.3500E+02    0.1307E+02    0.2149E+02    SHTns
  63      2    20        4015    0.1269E-07    0.3500E+02    0.1347E+02    0.2104E+02    SHTns
 127      2    20         681    0.2084E-08    0.3500E+02    0.1287E+02    0.2196E+02    SHTns
 255      2    20          81    0.2202E-09    0.3504E+02    0.1274E+02    0.2226E+02    SHTns
 511      2    20          13    0.1249E-09    0.3658E+02    0.1347E+02    0.2310E+02    SHTns
  15     64    20        2983    0.4707E-08    0.3500E+02    0.1441E+02    0.1767E+02    SHTns
  31     64    20         798    0.1323E-08    0.3502E+02    0.1332E+02    0.2055E+02    SHTns
  63     64    20         148    0.4678E-09    0.3517E+02    0.1407E+02    0.2072E+02    SHTns
 127     64    20          25    0.7697E-10    0.3636E+02    0.1414E+02    0.2210E+02    SHTns
 255     64    20          10    0.2716E-10    0.9699E+02    0.3746E+02    0.5946E+02    SHTns
  15    128    20        1138    0.1796E-08    0.3500E+02    0.1468E+02    0.1712E+02    SHTns
  31    128    20         315    0.5260E-09    0.3504E+02    0.1408E+02    0.1883E+02    SHTns
  63    128    20          83    0.2632E-09    0.3540E+02    0.1423E+02    0.2086E+02    SHTns
 127    128    20          13    0.4027E-10    0.3659E+02    0.1367E+02    0.2282E+02    SHTns
